player_id,long_scorecard_name,Salary,team,matches,wins,team_runs_for,team_runs_against,matches_keeper,byes_conceded,moms,innings,not_outs,runs,balls_faced,fours,sixes,matches_bowled,balls_bowled,wickets,runs_conceded,catches,stumpings,run_outs,batting_dot_balls,bowling_dot_balls,bowling_sixes,no_balls,balls_bowled_1_to_6,runs_conceded_1_to_6,balls_bowled_7_to_14,runs_conceded_7_to_14,balls_bowled_15_to_20,runs_conceded_15_to_20,event_winner
8931,AT Rayudu,343750,Chennai Super Kings,16,11,2809,2750,0,0,2,16,2,602,402,53,34,0,0,0,0,2,0,1,137,0,0,0,0,0,0,0,0,0,1
254771,D Shorey,31250,Chennai Super Kings,1,1,128,127,0,0,0,1,0,8,9,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
44613,DJ Bravo,1000000,Chennai Super Kings,16,11,2809,2750,0,0,1,10,6,141,91,8,10,16,321,14,533,9,0,0,29,90,29,0,0,0,126,160,195,373,1
214425,DJ Willey,,Chennai Super Kings,3,2,484,483,0,0,0,0,0,0,0,0,0,3,60,2,95,2,0,1,0,20,3,0,24,38,6,10,30,47,1
258155,DL Chahar,125000,Chennai Super Kings,12,9,2117,2068,0,0,0,4,1,50,29,1,4,12,229,10,278,1,0,0,6,118,10,2,194,236,37,42,0,0,1
60234,F du Plessis,250000,Chennai Super Kings,6,5,1050,1026,0,0,1,6,1,162,129,17,6,0,0,0,0,1,0,0,56,0,0,0,0,0,0,0,0,0,1
7121,Harbhajan Singh,312500,Chennai Super Kings,13,8,2242,2254,0,0,0,3,0,29,36,3,1,12,191,7,270,4,0,0,22,68,13,0,47,85,144,185,0,0,1
19120,Imran Tahir,156250,Chennai Super Kings,6,4,1147,1079,0,0,0,1,1,2,2,0,0,6,124,6,188,2,0,0,0,40,10,0,6,12,78,140,40,36,1
1222291,KM Asif,62500,Chennai Super Kings,2,1,388,378,0,0,0,0,0,0,0,0,0,2,36,3,75,0,0,0,0,16,6,0,24,36,0,0,12,39,1
150824,KM Jadhav,1218750,Chennai Super Kings,1,1,169,165,0,0,0,1,1,24,22,1,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1
15475,KV Sharma,478000,Chennai Super Kings,6,4,1131,1051,0,0,0,1,1,0,0,0,0,5,57,4,89,3,0,1,0,16,4,0,0,0,36,45,21,44,1
1214926,LT Ngidi,78130,Chennai Super Kings,7,5,1124,1137,0,0,1,0,0,0,0,0,0,7,156,11,156,1,0,0,0,79,6,0,90,84,6,4,60,68,1
100713,M Vijay,312500,Chennai Super Kings,1,0,193,197,0,0,0,1,0,12,10,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
224063,MA Wood,234380,Chennai Super Kings,1,1,169,165,0,0,0,1,0,1,3,0,0,1,24,0,49,1,0,0,2,6,2,0,0,0,12,13,12,36,1
7561,MS Dhoni,2343750,Chennai Super Kings,16,11,2809,2750,16,10,1,15,9,455,302,24,30,0,0,0,0,11,3,2,91,0,0,0,0,0,0,0,0,0,1
94280,RA Jadeja,1093750,Chennai Super Kings,16,11,2809,2750,0,0,1,10,5,89,74,3,4,14,246,11,303,11,0,1,23,82,12,0,30,38,192,223,24,42,1
15460,SK Raina,1718750,Chennai Super Kings,15,11,2616,2553,0,0,0,15,3,444,336,46,12,0,0,0,0,9,0,2,107,0,0,0,0,0,0,0,0,0,1
257775,SN Thakur,406250,Chennai Super Kings,13,9,2252,2207,0,0,0,1,1,15,5,3,0,13,280,16,431,4,0,0,0,113,24,0,96,117,54,70,130,244,1
10016,SR Watson,625000,Chennai Super Kings,15,10,2650,2597,0,0,3,15,1,555,359,44,35,11,168,6,251,3,0,1,133,57,12,0,66,106,78,109,24,36,1
119895,SW Billings,156250,Chennai Super Kings,10,6,1803,1763,0,0,1,8,0,108,78,8,5,0,0,0,0,5,0,0,29,0,0,0,0,0,0,0,0,0,1
12353,A Mishra,625000,Delhi Daredevils,10,4,1785,1664,0,0,1,1,1,1,2,0,0,10,222,12,264,0,0,0,1,74,10,0,12,32,168,189,42,43,0
1576635,A Sharma,85940,Delhi Daredevils,3,2,517,478,0,0,0,3,2,63,33,3,5,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0
1177686,Aavesh Khan,109380,Delhi Daredevils,6,3,1077,956,0,0,0,0,0,0,0,0,0,6,114,4,204,3,0,0,0,44,17,1,79,151,12,25,24,28,0
97633,C Munro,296880,Delhi Daredevils,5,2,839,841,0,0,0,5,0,63,41,7,4,0,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0
921899,CH Morris,1718750,Delhi Daredevils,4,0,529,696,0,0,0,4,3,46,26,3,2,4,84,3,143,2,0,0,4,31,10,0,36,50,12,24,36,69,0
1201377,CJ Dala,,Delhi Daredevils,1,0,181,187,0,0,0,0,0,0,0,0,0,1,18,0,34,0,0,0,0,7,2,0,6,17,6,9,6,8,0
44232,DT Christian,234380,Delhi Daredevils,4,1,663,668,0,0,0,3,1,26,33,0,1,4,71,4,101,0,0,0,13,22,3,0,6,18,36,31,29,52,0
7736,G Gambhir,437500,Delhi Daredevils,6,1,863,1033,0,0,0,5,0,85,88,8,1,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0
246379,GJ Maxwell,1406250,Delhi Daredevils,12,5,1996,2033,0,0,0,12,0,169,120,14,9,10,96,5,132,4,0,0,48,32,7,0,36,50,54,74,6,8,0
250417,HV Patel,31250,Delhi Daredevils,5,2,878,845,0,0,1,2,1,60,33,1,6,5,105,7,167,0,0,0,6,36,7,0,30,48,48,80,27,39,0
157435,JJ Roy,234380,Delhi Daredevils,5,1,866,948,0,0,1,5,1,120,94,9,7,0,0,0,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0
44795,LE Plunkett,,Delhi Daredevils,7,3,1276,1182,0,0,0,2,1,1,3,0,0,7,150,4,225,2,0,0,2,42,12,0,42,71,60,85,48,69,0
908878,Mohammed Shami,708000,Delhi Daredevils,4,1,550,714,0,0,0,1,0,7,6,1,0,4,83,3,144,2,0,0,2,28,9,0,12,26,30,41,41,77,0
12488,NV Ojha,218750,Delhi Daredevils,1,0,163,164,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1136920,PP Shaw,187500,Delhi Daredevils,9,4,1619,1497,0,0,0,9,0,245,160,27,10,0,0,0,0,4,0,0,58,0,0,0,0,0,0,0,0,0,0
262658,R Tewatia,468750,Delhi Daredevils,8,2,1280,1408,0,0,0,5,2,50,43,5,1,8,132,6,173,2,0,0,16,41,10,0,6,9,96,126,30,38,0
1065017,RR Pant,2343750,Delhi Daredevils,14,5,2343,2387,14,6,1,14,1,684,394,68,37,0,0,0,0,4,2,2,123,0,0,0,0,0,0,0,0,0,0
1979200,S Lamichhane,31250,Delhi Daredevils,3,2,517,478,0,0,0,0,0,0,0,0,0,3,72,5,82,0,0,0,0,30,4,0,24,22,36,45,12,15,0
15063,S Nadeem,500000,Delhi Daredevils,6,2,941,1060,0,0,0,1,1,6,8,0,0,6,90,3,161,1,0,0,2,21,8,0,48,85,42,76,0,0,0
967227,SS Iyer,1093750,Delhi Daredevils,14,5,2343,2387,0,0,1,14,3,411,310,29,21,0,0,0,0,5,0,1,108,0,0,0,0,0,0,0,0,0,0
159058,TA Boult,343750,Delhi Daredevils,14,5,2343,2387,0,0,0,1,0,0,2,0,0,14,316,18,466,9,0,0,2,118,18,1,168,217,30,56,119,193,0
253651,V Shankar,500000,Delhi Daredevils,13,5,2204,2244,0,0,0,11,7,212,148,11,11,4,30,1,58,6,0,2,38,8,3,1,0,0,31,58,0,0,0
1047395,A Rajpoot,468750,Kings XI Punjab,8,3,1141,1227,0,0,2,3,0,11,18,1,0,8,157,11,223,2,0,1,10,82,9,2,102,127,33,50,24,46,0
258476,AD Nath,156250,Kings XI Punjab,1,0,143,158,0,0,0,1,0,9,13,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0
35381,AJ Finch,968750,Kings XI Punjab,10,4,1571,1674,0,0,0,9,1,134,100,6,8,0,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0
180608,AJ Tye,1125000,Kings XI Punjab,14,6,2210,2326,0,0,0,8,2,32,38,2,1,14,336,24,448,5,0,0,21,117,13,2,103,123,84,117,151,208,0
923472,AR Patel,1953130,Kings XI Punjab,9,2,1432,1493,0,0,0,8,2,80,69,3,4,8,156,3,218,2,0,0,20,41,8,0,30,47,108,134,18,37,0
1167862,B Sran,180000,Kings XI Punjab,6,4,992,1078,0,0,0,4,3,3,7,0,0,6,132,4,229,2,0,0,4,48,10,2,67,97,24,54,43,78,0
7537,CH Gayle,312500,Kings XI Punjab,11,4,1745,1862,0,0,2,11,2,368,252,30,27,0,0,0,0,2,0,0,113,0,0,0,0,0,0,0,0,0,0
260912,DA Miller,468750,Kings XI Punjab,3,2,463,464,0,0,0,3,1,74,64,3,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
170186,KK Nair,875000,Kings XI Punjab,13,6,2027,2140,0,0,0,12,0,301,221,23,13,0,0,0,0,9,0,1,70,0,0,0,0,0,0,0,0,0,0
170187,KL Rahul,1718750,Kings XI Punjab,14,6,2210,2326,14,8,2,14,2,659,416,66,32,0,0,0,0,10,1,1,142,0,0,0,0,0,0,0,0,0,0
166258,M Sharma,375000,Kings XI Punjab,9,3,1493,1536,0,0,0,4,3,10,13,1,0,9,178,7,322,2,0,0,6,50,14,2,84,131,24,47,72,144,0
373862,MA Agarwal,156250,Kings XI Punjab,11,6,1731,1823,0,0,0,11,1,120,94,9,5,0,0,0,0,2,0,1,30,0,0,0,0,0,0,0,0,0,0
62509,MK Tiwary,156250,Kings XI Punjab,5,1,753,787,0,0,0,4,1,47,44,4,1,1,6,0,10,4,0,0,18,0,0,0,0,0,6,10,0,0,0
246389,MP Stoinis,968750,Kings XI Punjab,7,2,1065,1089,0,0,0,7,3,99,76,6,4,6,66,3,120,2,0,0,24,15,5,0,6,11,48,72,12,37,0
2128581,Mujeeb Zadran,625000,Kings XI Punjab,11,6,1786,1889,0,0,1,2,1,10,7,2,0,11,248,14,289,1,0,1,3,93,9,0,68,63,108,113,72,113,0
12674,R Ashwin,1187500,Kings XI Punjab,14,6,2210,2326,0,0,0,9,1,102,71,7,5,14,304,10,410,5,0,1,21,77,16,0,46,64,192,228,66,118,0
7681,Yuvraj Singh,312500,Kings XI Punjab,8,5,1338,1388,0,0,0,6,0,65,73,6,2,2,12,0,23,1,0,0,40,0,0,0,0,0,12,23,0,0,0
158041,AD Russell,1328130,Kolkata Knight Riders,16,9,2759,2743,0,0,1,14,3,316,171,17,31,15,227,13,355,8,0,0,65,77,15,1,84,139,78,106,66,110,0
158662,CA Lynn,1500000,Kolkata Knight Riders,16,9,2759,2743,0,0,2,16,1,491,377,56,18,0,0,0,0,3,0,0,160,0,0,0,0,0,0,0,0,0,0
97642,JPR Scantlebury-Searles,,Kolkata Knight Riders,4,4,732,672,0,0,0,2,1,8,6,0,1,3,42,2,89,4,0,0,3,7,7,0,6,13,30,56,6,20,0
404424,K Yadav,906250,Kolkata Knight Riders,16,9,2759,2743,0,0,1,3,2,12,24,1,0,16,308,17,418,6,0,1,17,94,24,0,24,30,258,354,26,34,0
8749,KD Karthik,1156250,Kolkata Knight Riders,16,9,2759,2743,16,11,0,16,6,498,337,49,16,0,0,0,0,14,4,2,98,0,0,0,0,0,0,0,0,0,0
10021,MG Johnson,312500,Kolkata Knight Riders,6,3,1003,1067,0,0,0,2,2,16,11,2,0,6,126,2,216,2,0,0,2,46,12,0,42,86,42,64,42,66,0
412485,N Rana,531250,Kolkata Knight Riders,15,8,2579,2566,0,0,3,15,2,304,232,26,14,5,37,4,44,2,0,1,87,17,1,0,13,6,18,27,6,11,0
1556435,PM Krishna,15620,Kolkata Knight Riders,7,4,1168,1237,0,0,0,2,2,1,5,0,0,7,168,10,260,1,0,0,4,60,10,0,66,105,18,29,84,126,0
61458,PP Chawla,656250,Kolkata Knight Riders,15,8,2614,2601,0,0,0,7,3,27,34,1,1,15,294,14,412,4,0,0,16,110,15,0,132,180,114,163,48,69,0
10424,R Vinay Kumar,156250,Kolkata Knight Riders,2,1,379,381,0,0,0,1,1,6,3,1,0,2,23,2,65,2,0,0,0,8,6,1,12,30,0,0,12,35,0
1376795,RK Singh,125000,Kolkata Knight Riders,4,2,667,768,0,0,0,4,0,29,31,4,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0
8681,RV Uthappa,1000000,Kolkata Knight Riders,16,9,2759,2743,0,0,0,16,0,351,265,30,21,0,0,0,0,5,0,0,116,0,0,0,0,0,0,0,0,0,0
1573620,S Gill,281250,Kolkata Knight Riders,13,8,2272,2152,0,0,0,11,5,203,139,22,5,0,0,0,0,3,0,1,37,0,0,0,0,0,0,0,0,0,0
1740624,SP Mavi,468750,Kolkata Knight Riders,9,5,1517,1441,0,0,0,4,1,13,15,1,0,9,168,5,270,3,0,0,7,64,16,1,78,122,36,31,55,117,0
97646,SP Narine,1953130,Kolkata Knight Riders,16,9,2759,2743,0,0,2,16,0,357,188,40,23,16,366,17,467,1,0,0,76,137,20,0,108,146,138,145,120,176,0
1305044,TK Curran,,Kolkata Knight Riders,5,2,864,830,0,0,0,4,1,23,28,3,0,5,61,6,118,1,0,0,14,15,9,2,12,23,19,36,32,59,0
97657,BCJ Cutting,343750,Mumbai Indians,9,5,1554,1465,0,0,0,6,2,96,58,5,8,7,102,2,168,7,0,0,22,24,6,0,6,10,66,95,30,63,0
452594,E Lewis,593750,Mumbai Indians,13,6,2227,2115,0,0,0,13,0,382,276,32,24,0,0,0,0,3,0,1,124,0,0,0,0,0,0,0,0,0,0
392753,HH Pandya,1718750,Mumbai Indians,13,6,2233,2131,0,0,1,13,4,260,195,20,11,13,256,18,381,8,0,3,64,98,18,1,90,150,91,111,76,120,0
1377783,IP Kishan,968750,Mumbai Indians,14,6,2380,2282,14,13,1,12,0,275,184,22,17,0,0,0,0,9,2,0,74,0,0,0,0,0,0,0,0,0,0
1196767,JJ Bumrah,1093750,Mumbai Indians,14,6,2380,2282,0,0,1,3,2,10,11,1,0,14,324,17,372,4,0,0,4,134,11,2,108,118,79,67,139,187,0
44579,JP Duminy,156250,Mumbai Indians,6,4,1058,957,0,0,0,4,3,36,40,3,1,2,18,0,36,2,0,1,21,6,3,0,12,28,6,8,0,0,0
97647,KA Pollard,843750,Mumbai Indians,9,2,1475,1492,0,0,0,8,1,133,100,10,7,0,0,0,0,4,0,0,43,0,0,0,0,0,0,0,0,0,0
254356,KH Pandya,1375000,Mumbai Indians,14,6,2380,2282,0,0,0,13,3,228,157,22,10,13,241,12,284,9,0,0,55,85,8,0,72,97,138,153,31,34,0
1573623,M Markande,31250,Mumbai Indians,14,6,2380,2282,0,0,0,6,4,21,24,2,0,14,264,15,368,3,0,0,12,87,17,0,0,0,216,298,48,70,0
237626,MJ McClenaghan,50000,Mumbai Indians,11,6,1876,1762,0,0,0,5,3,11,10,1,1,11,240,14,332,0,0,0,7,103,15,1,150,186,24,39,67,107,0
515118,MKPAD Perera,78130,Mumbai Indians,1,0,194,195,0,0,0,1,1,4,5,0,0,1,24,0,47,0,0,0,2,6,4,0,6,12,12,24,6,11,0
1412477,Mustafizur Rahman,343750,Mumbai Indians,7,1,1136,1142,0,0,0,2,1,1,3,0,0,7,165,7,230,2,0,0,2,60,10,2,48,56,42,61,77,113,0
164605,P Sangwan,234380,Mumbai Indians,1,0,147,151,0,0,0,1,0,0,4,0,0,1,12,0,19,0,0,0,4,5,0,0,12,19,0,0,0,0,0
74266,RG Sharma,2343750,Mumbai Indians,14,6,2380,2282,0,0,2,14,2,286,215,25,12,0,0,0,0,8,0,0,80,0,0,0,0,0,0,0,0,0,0
264193,SA Yadav,500000,Mumbai Indians,14,6,2380,2282,0,0,1,14,0,512,384,61,16,0,0,0,0,8,0,2,156,0,0,0,0,0,0,0,0,0,0
154043,AM Rahane,625000,Rajasthan Royals,15,7,2357,2356,0,0,0,14,1,370,313,39,5,0,0,0,0,4,0,1,104,0,0,0,0,0,0,0,0,0,0
255490,AN Sharma,31250,Rajasthan Royals,1,1,177,176,0,0,0,0,0,0,0,0,0,1,6,0,11,0,0,0,0,1,0,0,6,11,0,0,0,0,0
140646,B Laughlin,78130,Rajasthan Royals,7,3,1103,1055,0,0,0,2,1,1,4,0,0,7,125,9,211,1,0,0,3,34,8,1,37,60,31,48,59,103,0
180612,BA Stokes,1953130,Rajasthan Royals,13,6,2049,2053,0,0,0,13,1,196,161,13,6,12,222,8,303,6,0,0,50,78,4,1,60,83,96,128,67,92,0
158650,DJM Short,625000,Rajasthan Royals,7,3,1124,1067,0,0,0,7,0,115,99,11,5,2,18,1,19,2,0,0,45,8,1,0,0,0,12,16,6,3,0
160008,DS Kulkarni,117190,Rajasthan Royals,8,4,1280,1230,0,0,0,2,1,6,7,0,0,8,119,4,188,1,0,0,1,54,8,0,96,141,12,37,11,10,0
914109,H Klaasen,,Rajasthan Royals,4,2,616,674,2,5,0,4,1,57,47,5,1,0,0,0,0,3,4,0,16,0,0,0,0,0,0,0,0,0,0
952528,IS Sodhi,,Rajasthan Royals,6,3,925,918,0,0,0,1,0,1,6,0,0,6,138,5,135,0,0,0,5,51,2,0,0,0,108,112,30,23,0
1422835,JC Archer,1125000,Rajasthan Royals,10,5,1562,1604,0,0,1,8,3,15,21,2,0,10,233,15,325,1,0,0,14,99,12,2,91,116,36,52,108,157,0
136065,JC Buttler,687500,Rajasthan Royals,13,6,2049,2053,13,11,3,13,3,548,353,52,21,0,0,0,0,9,1,2,101,0,0,0,0,0,0,0,0,0,0
264173,JD Unadkat,1796880,Rajasthan Royals,15,7,2357,2356,0,0,0,7,3,49,38,6,1,15,302,11,486,6,0,1,12,98,19,1,90,145,72,104,141,237,0
362713,K Anureet Singh,46880,Rajasthan Royals,3,1,452,443,0,0,0,1,1,3,4,0,0,3,24,1,42,1,0,0,1,4,1,0,0,0,24,42,0,0,0
1138994,K Gowtham,968750,Rajasthan Royals,15,7,2357,2356,0,0,0,13,4,126,64,9,9,15,240,11,312,10,0,0,20,90,9,0,150,180,84,126,6,6,0
1060254,MK Lomror,31250,Rajasthan Royals,2,1,298,294,0,0,0,2,1,20,21,1,0,2,18,0,27,0,0,0,8,2,0,0,0,0,18,27,0,0,0
399743,P Chopra,31250,Rajasthan Royals,1,1,177,176,0,0,0,1,0,8,6,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
171459,R Shreyas Gopal,31250,Rajasthan Royals,11,5,1740,1741,0,0,1,4,1,50,45,5,0,10,186,11,235,3,0,0,15,69,15,0,6,14,174,217,6,4,0
172359,RA Tripathi,531250,Rajasthan Royals,12,4,1851,1869,0,0,0,12,3,226,167,18,8,0,0,0,0,4,0,0,54,0,0,0,0,0,0,0,0,0,0
10421,STR Binny,78130,Rajasthan Royals,7,4,1096,1139,0,0,0,5,0,44,39,2,2,1,12,0,33,1,0,1,16,3,0,1,7,14,6,19,0,0,0
218180,SV Samson,1250000,Rajasthan Royals,15,7,2357,2356,0,0,2,15,1,441,320,30,19,0,0,0,0,5,0,0,99,0,0,0,0,0,0,0,0,0,0
45848,AB de Villiers,1718750,Royal Challengers Bangalore,12,5,1980,2054,0,0,3,11,2,480,275,39,30,0,0,0,0,6,0,1,77,0,0,0,0,0,0,0,0,0,0
10263,BB McCullum,562500,Royal Challengers Bangalore,6,2,1002,1006,0,0,0,6,0,127,88,16,6,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0,0
62222,C de Grandhomme,343750,Royal Challengers Bangalore,9,4,1446,1447,0,0,0,8,3,131,84,4,10,7,90,2,129,3,0,0,25,26,5,0,0,0,66,82,24,47,0
159057,CJ Anderson,150000,Royal Challengers Bangalore,3,1,548,594,0,0,0,3,0,17,22,0,1,3,52,3,115,0,0,0,10,16,8,0,0,0,18,26,34,89,0
89869,CR Woakes,1156250,Royal Challengers Bangalore,5,2,876,936,0,0,0,4,2,17,19,1,1,5,110,8,190,1,0,1,10,47,11,0,48,76,12,18,50,96,0
2140473,K Khejroliya,15000,Royal Challengers Bangalore,3,1,533,549,0,0,0,0,0,0,0,0,0,3,65,2,107,0,0,0,0,18,6,0,12,18,36,53,17,36,0
264084,M Ashwin,343750,Royal Challengers Bangalore,2,0,302,304,0,0,0,1,0,1,2,0,0,2,42,3,53,0,0,0,1,20,2,0,0,0,30,34,12,19,0
1917055,M Siraj,406250,Royal Challengers Bangalore,11,5,1789,1834,0,0,0,4,2,25,22,2,1,11,246,11,367,5,0,0,8,90,21,0,36,59,90,110,120,198,0
395536,M Vohra,171880,Royal Challengers Bangalore,4,2,659,649,0,0,0,4,0,55,47,2,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
250480,Mandeep Singh,218750,Royal Challengers Bangalore,14,6,2322,2383,0,0,0,13,3,252,186,16,11,0,0,0,0,4,0,0,56,0,0,0,0,0,0,0,0,0,0
46081,MM Ali,265630,Royal Challengers Bangalore,5,3,772,783,0,0,0,4,0,77,46,4,6,5,79,3,97,2,0,0,13,27,5,0,12,13,60,74,7,10,0
1376706,MS Washington Sundar,500000,Royal Challengers Bangalore,7,3,1248,1296,0,0,0,6,3,65,38,5,4,7,120,4,192,0,0,0,14,29,13,0,36,77,72,100,12,15,0
258463,P Negi,156250,Royal Challengers Bangalore,2,0,403,424,0,0,0,2,0,3,5,0,0,2,24,1,49,0,0,0,2,9,6,0,6,8,18,41,0,0,0
9805,PA Patel,265630,Royal Challengers Bangalore,6,3,899,911,6,0,0,6,1,153,109,20,4,0,0,0,0,3,0,1,41,0,0,0,0,0,0,0,0,0,0
389104,Q de Kock,437500,Royal Challengers Bangalore,8,3,1423,1472,8,6,0,8,0,201,162,20,8,0,0,0,0,7,3,0,70,0,0,0,0,0,0,0,0,0,0
1196759,SN Khan,468750,Royal Challengers Bangalore,7,4,1133,1182,0,0,0,6,1,51,41,7,1,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0
97576,TG Southee,156250,Royal Challengers Bangalore,8,4,1241,1240,0,0,1,4,2,52,46,5,1,8,174,5,261,3,0,1,21,59,9,1,90,128,12,15,73,118,0
356989,UT Yadav,656250,Royal Challengers Bangalore,14,6,2322,2383,0,0,2,5,1,3,11,0,0,14,319,20,418,2,0,2,8,149,19,2,186,209,78,94,57,115,0
101095,V Kohli,2656250,Royal Challengers Bangalore,14,6,2322,2383,0,0,0,14,3,530,381,52,18,0,0,0,0,8,0,2,121,0,0,0,0,0,0,0,0,0,0
166261,YS Chahal,937500,Royal Challengers Bangalore,14,6,2322,2383,0,0,0,1,1,0,4,0,0,14,300,12,363,2,0,0,4,131,16,3,78,76,182,210,43,77,0
113074,AD Hales,,Sunrisers,6,4,1035,1029,0,0,0,6,0,148,118,13,6,0,0,0,0,2,0,0,47,0,0,0,0,0,0,0,0,0,0
1073273,B Stanlake,78130,Sunrisers,4,3,595,592,0,0,1,1,1,5,2,1,0,4,96,5,130,0,0,0,0,47,6,0,48,63,36,45,12,22,0
1389503,B Thampi,148440,Sunrisers,4,3,605,564,0,0,0,2,1,3,6,0,0,4,61,5,114,2,0,0,3,17,8,0,6,17,24,51,31,46,0
243427,Bhuvneshwar Kumar,1328130,Sunrisers,12,6,1965,1963,0,0,0,4,2,13,16,1,0,12,277,9,354,2,0,0,6,125,16,2,156,149,24,40,99,165,0
113651,CJ Jordan,156250,Sunrisers,1,0,178,193,0,0,0,0,0,0,0,0,0,1,24,0,31,0,0,0,0,11,2,0,12,14,6,4,6,13,0
302557,CR Brathwaite,312500,Sunrisers,4,1,663,654,0,0,0,4,1,75,48,1,8,4,61,5,94,2,0,0,18,23,4,0,0,0,36,54,25,40,0
1058801,D Hooda,562500,Sunrisers,9,4,1508,1524,0,0,0,8,4,87,81,2,3,2,18,0,24,3,0,0,24,6,1,0,0,0,18,24,0,0,0
1196933,KK Ahmed,468750,Sunrisers,1,1,174,160,0,0,0,0,0,0,0,0,0,1,18,0,38,0,0,0,0,7,4,0,12,24,0,0,6,14,0
159052,KS Williamson,468750,Sunrisers,17,10,2721,2674,0,0,2,17,3,735,516,63,28,0,0,0,0,6,0,2,155,0,0,0,0,0,0,0,0,0,0
167621,MK Pandey,1718750,Sunrisers,15,9,2369,2333,0,0,0,13,2,284,246,22,5,0,0,0,0,9,0,0,82,0,0,0,0,0,0,0,0,0,0
53898,Mohammad Nabi,156250,Sunrisers,2,2,250,206,0,0,0,2,0,18,12,3,0,2,30,1,47,0,0,0,3,12,2,0,24,35,6,12,0,0,0
1738090,Rashid Khan,1406250,Sunrisers,17,10,2721,2674,0,0,4,7,2,59,31,3,6,17,408,21,458,6,0,3,13,167,19,0,30,38,246,257,132,163,0
274017,RK Bhui,31250,Sunrisers,1,0,178,182,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
15627,S Dhawan,812500,Sunrisers,16,10,2543,2492,0,0,2,16,3,496,363,59,14,0,0,0,0,12,0,0,127,0,0,0,0,0,0,0,0,0,0
230422,S Kaul,593750,Sunrisers,17,10,2721,2674,0,0,0,4,1,3,14,0,0,17,396,21,546,2,0,1,12,133,14,1,96,147,114,163,187,236,0
250486,S Sharma,468750,Sunrisers,12,7,1925,1876,0,0,0,3,1,0,4,0,0,12,264,12,333,2,0,2,4,116,14,0,150,177,72,107,42,49,0
73152,Shakib Al Hasan,312500,Sunrisers,17,10,2721,2674,0,0,0,13,2,239,197,26,5,17,342,14,456,3,0,0,73,98,20,0,78,109,222,270,42,77,0
167996,SP Goswami,156250,Sunrisers,6,1,1063,1079,6,1,0,3,0,52,40,6,1,0,0,0,0,5,0,1,13,0,0,0,0,0,0,0,0,0,0
152985,WP Saha,781250,Sunrisers,11,9,1658,1595,11,1,0,10,2,122,102,17,1,0,0,0,0,5,1,1,42,0,0,0,0,0,0,0,0,0,0
15222,YK Pathan,296880,Sunrisers,15,10,2338,2276,0,0,0,13,4,260,200,22,11,1,12,1,14,3,0,1,76,2,0,0,0,0,12,14,0,0,0
